us;mV
-3.40282164;29.01089
-3.39782164;28.89797
-3.39282164;29.01089
-3.38782164;28.89797
-3.38282164;29.01089
-3.37782164;28.89797
-3.37282164;29.01089
-3.36782164;28.89797
-3.36282164;29.01089
-3.35782164;28.89797
-3.35282164;29.01089
-3.34782164;28.89797
-3.34282164;29.01089
-3.33782164;28.89797
-3.33282164;29.01089
-3.32782164;28.89797
-3.32282164;29.01089
-3.31782164;28.89797
-3.31282164;29.01089
-3.30782164;27.98852
-3.30282164;29.01089
-3.29782164;27.98852
-3.29282164;29.01089
-3.28782164;27.98852
-3.28282164;27.18589
-3.27782164;27.98852
-3.27282164;28.09839
-3.26782164;27.98852
-3.26282164;27.18589
-3.25782164;27.98852
-3.25282164;27.18589
-3.24782164;27.98852
-3.24282164;27.18589
-3.23782164;27.07907
-3.23282164;27.18589
-3.22782164;27.07907
-3.22282164;27.18589
-3.21782164;27.07907
-3.21282164;27.18589
-3.20782164;27.07907
-3.20282164;27.18589
-3.19782164;26.16962
-3.19282164;27.18589
-3.18782164;27.07907
-3.18282164;27.18589
-3.17782164;26.16962
-3.17282164;27.18589
-3.16782164;26.16962
-3.16282164;26.27033
-3.15782164;26.16962
-3.15282164;26.27033
-3.14782164;26.16962
-3.14282164;26.27033
-3.13782164;25.26017
-3.13282164;25.35783
-3.12782164;25.26017
-3.12282164;25.35783
-3.11782164;25.26017
-3.11282164;25.35783
-3.10782164;25.26017
-3.10282164;25.35783
-3.09782164;25.26017
-3.09282164;25.35783
-3.08782164;25.26017
-3.08282164;25.35783
-3.07782164;25.26017
-3.07282164;25.35783
-3.06782164;25.26017
-3.06282164;25.35783
-3.05782164;25.26017
-3.05282164;25.35783
-3.04782164;25.26017
-3.04282164;25.35783
-3.03782164;24.35072
-3.03282164;24.44533
-3.02782164;24.35072
-3.02282164;24.44533
-3.01782165;24.35072
-3.01282165;24.44533
-3.00782165;24.35072
-3.00282165;23.53282
-2.99782165;24.35072
-2.99282165;23.53282
-2.98782165;23.44127
-2.98282165;24.44533
-2.97782165;23.44127
-2.97282165;23.53282
-2.96782165;23.44127
-2.96282165;23.53282
-2.95782165;23.44127
-2.95282165;23.53282
-2.94782165;23.44127
-2.94282165;23.53282
-2.93782165;23.44127
-2.93282165;23.53282
-2.92782165;23.44127
-2.92282165;23.53282
-2.91782165;23.44127
-2.91282165;22.62032
-2.90782165;22.52876
-2.90282165;23.53282
-2.89782165;22.52876
-2.89282165;23.53282
-2.88782165;22.52876
-2.88282165;22.62032
-2.87782165;22.52876
-2.87282165;22.62032
-2.86782165;21.61931
-2.86282165;21.70782
-2.85782165;22.52876
-2.85282165;22.62032
-2.84782165;21.61931
-2.84282165;22.62032
-2.83782165;21.61931
-2.83282165;21.70782
-2.82782165;21.61931
-2.82282165;21.70782
-2.81782165;21.61931
-2.81282165;21.70782
-2.80782165;21.61931
-2.80282165;21.70782
-2.79782165;21.61931
-2.79282165;21.70782
-2.78782165;21.61931
-2.78282165;21.70782
-2.77782165;21.61931
-2.77282165;21.70782
-2.76782165;21.61931
-2.76282165;21.70782
-2.75782165;21.61931
-2.75282165;21.70782
-2.74782165;20.70986
-2.74282165;20.79531
-2.73782165;21.61931
-2.73282165;20.79531
-2.72782165;20.70986
-2.72282165;19.88281
-2.71782165;20.70986
-2.71282165;20.79531
-2.70782165;20.70986
-2.70282165;20.79531
-2.69782165;20.70986
-2.69282165;19.88281
-2.68782165;20.70986
-2.68282165;19.88281
-2.67782165;20.70986
-2.67282165;19.88281
-2.66782165;19.80041
-2.66282165;19.88281
-2.65782165;19.80041
-2.65282165;19.88281
-2.64782165;19.80041
-2.64282165;19.88281
-2.63782165;19.80041
-2.63282165;19.88281
-2.62782165;19.80041
-2.62282165;19.88281
-2.61782165;19.80041
-2.61282165;19.88281
-2.60782165;18.89096
-2.60282165;19.88281
-2.59782165;18.89096
-2.59282165;19.88281
-2.58782165;18.89096
-2.58282165;19.88281
-2.57782165;18.89096
-2.57282165;18.9703
-2.56782165;19.80041
-2.56282165;18.9703
-2.55782165;18.89096
-2.55282165;18.9703
-2.54782165;18.89096
-2.54282165;18.9703
-2.53782165;17.98151
-2.53282165;18.9703
-2.52782165;18.89096
-2.52282165;18.9703
-2.51782165;17.98151
-2.51282165;18.0578
-2.50782165;17.98151
-2.50282165;18.0578
-2.49782165;17.98151
-2.49282165;18.0578
-2.48782165;17.98151
-2.48282165;18.0578
-2.47782165;17.98151
-2.47282165;18.0578
-2.46782165;17.98151
-2.46282165;18.0578
-2.45782165;17.98151
-2.45282165;18.0578
-2.44782165;17.98151
-2.44282165;18.0578
-2.43782165;17.98151
-2.43282165;18.0578
-2.42782165;17.98151
-2.42282165;18.0578
-2.41782165;17.07205
-2.41282165;17.14225
-2.40782165;17.98151
-2.40282165;17.14225
-2.39782165;17.07205
-2.39282165;17.14225
-2.38782165;17.98151
-2.38282165;17.14225
-2.37782165;17.07205
-2.37282165;17.14225
-2.36782165;17.07205
-2.36282165;16.22974
-2.35782165;17.07205
-2.35282165;16.22974
-2.34782165;17.07205
-2.34282165;16.22974
-2.33782165;17.07205
-2.33282165;16.22974
-2.32782165;17.07205
-2.32282165;16.22974
-2.31782165;17.07205
-2.31282165;16.22974
-2.30782165;16.1626
-2.30282165;16.22974
-2.29782165;16.1626
-2.29282165;16.22974
-2.28782165;16.1626
-2.28282165;16.22974
-2.27782165;16.1626
-2.27282165;16.22974
-2.26782165;16.1626
-2.26282165;16.22974
-2.25782165;15.25315
-2.25282165;16.22974
-2.24782165;16.1626
-2.24282165;16.22974
-2.23782165;16.1626
-2.23282165;14.40474
-2.22782165;15.25315
-2.22282165;15.31724
-2.21782165;16.1626
-2.21282165;16.22974
-2.20782165;15.25315
-2.20282165;14.40474
-2.19782165;15.25315
-2.19282165;16.22974
-2.18782165;16.1626
-2.18282165;15.31724
-2.17782165;14.3437
-2.17282165;14.40474
-2.16782165;14.3437
-2.16282165;16.22974
-2.15782165;16.1626
-2.15282165;15.31724
-2.14782165;14.3437
-2.14282165;14.40474
-2.13782165;15.25315
-2.13282165;15.31724
-2.12782165;15.25315
-2.12282165;14.40474
-2.11782165;13.43425
-2.11282165;14.40474
-2.10782165;15.25315
-2.10282165;15.31724
-2.09782165;14.3437
-2.09282165;12.57973
-2.08782165;13.43425
-2.08282165;14.40474
-2.07782165;15.25315
-2.07282165;14.40474
-2.06782165;13.43425
-2.06282165;12.57973
-2.05782165;14.3437
-2.05282165;14.40474
-2.04782165;14.3437
-2.04282165;13.49223
-2.03782165;13.43425
-2.03282165;13.49223
-2.02782165;14.3437
-2.02282165;14.40474
-2.01782165;13.43425
-2.01282165;12.57973
-2.00782165;13.43425
-2.00282165;13.49223
-1.99782165;14.3437
-1.99282165;14.40474
-1.98782165;13.43425
-1.98282165;12.57973
-1.97782165;13.43425
-1.97282165;14.40474
-1.96782165;14.3437
-1.96282165;12.57973
-1.95782165;12.52174
-1.95282165;12.57973
-1.94782165;13.43425
-1.94282165;13.49223
-1.93782165;13.43425
-1.93282165;12.57973
-1.92782165;11.61229
-1.92282165;12.57973
-1.91782165;13.43425
-1.91282165;13.49223
-1.90782165;13.43425
-1.90282165;11.66723
-1.89782165;11.61229
-1.89282165;12.57973
-1.88782165;12.52174
-1.88282165;12.57973
-1.87782165;11.61229
-1.87282165;11.66723
-1.86782165;11.61229
-1.86282165;12.57973
-1.85782165;12.52174
-1.85282165;12.57973
-1.84782165;11.61229
-1.84282165;10.75472
-1.83782165;11.61229
-1.83282165;12.57973
-1.82782165;11.61229
-1.82282165;10.75472
-1.81782165;10.70284
-1.81282165;10.75472
-1.80782165;11.61229
-1.80282165;11.66723
-1.79782165;10.70284
-1.79282165;10.75472
-1.78782165;10.70284
-1.78282165;10.75472
-1.77782165;11.61229
-1.77282165;11.66723
-1.76782165;10.70284
-1.76282165;10.75472
-1.75782165;10.70284
-1.75282165;10.75472
-1.74782165;11.61229
-1.74282165;10.75472
-1.73782165;10.70284
-1.73282165;9.842219
-1.72782165;10.70284
-1.72282165;10.75472
-1.71782165;10.70284
-1.71282165;10.75472
-1.70782165;10.70284
-1.70282165;10.75472
-1.69782165;10.70284
-1.69282165;10.75472
-1.68782165;10.70284
-1.68282165;9.842219
-1.67782165;9.793389
-1.67282165;9.842219
-1.66782165;10.70284
-1.66282165;10.75472
-1.65782165;10.70284
-1.65282165;9.842219
-1.64782165;9.793389
-1.64282165;10.75472
-1.63782165;10.70284
-1.63282165;10.75472
-1.62782165;10.70284
-1.62282165;9.842219
-1.61782165;9.793389
-1.61282165;9.842219
-1.60782165;10.70284
-1.60282165;9.842219
-1.59782165;9.793389
-1.59282165;9.842219
-1.58782165;9.793389
-1.58282165;9.842219
-1.57782165;9.793389
-1.57282165;9.842219
-1.56782165;9.793389
-1.56282165;9.842219
-1.55782165;9.793389
-1.55282165;8.929716
-1.54782165;9.793389
-1.54282165;8.929716
-1.53782165;8.883938
-1.53282165;8.929716
-1.52782165;8.883938
-1.52282165;8.929716
-1.51782165;9.793389
-1.51282165;8.929716
-1.50782165;8.883938
-1.50282165;8.929716
-1.49782165;8.883938
-1.49282165;8.929716
-1.48782165;8.883938
-1.48282165;8.929716
-1.47782165;8.883938
-1.47282165;8.929716
-1.46782165;8.883938
-1.46282165;8.929716
-1.45782165;8.883938
-1.45282165;8.017212
-1.44782165;8.883938
-1.44282165;8.929716
-1.43782165;8.883938
-1.43282165;8.929716
-1.42782165;8.883938
-1.42282165;8.929716
-1.41782165;7.974486
-1.41282165;8.929716
-1.40782165;8.883938
-1.40282165;8.929716
-1.39782165;7.974486
-1.39282165;8.017212
-1.38782165;7.065034
-1.38282165;8.017212
-1.37782165;7.974486
-1.37282166;8.017212
-1.36782166;7.065034
-1.36282166;7.101657
-1.35782166;7.974486
-1.35282166;8.017212
-1.34782166;7.065034
-1.34282166;7.101657
-1.33782166;7.065034
-1.33282166;7.101657
-1.32782166;7.065034
-1.32282166;7.101657
-1.31782166;7.065034
-1.31282166;7.101657
-1.30782166;7.065034
-1.30282166;7.101657
-1.29782166;7.065034
-1.29282166;7.101657
-1.28782166;7.065034
-1.28282166;7.101657
-1.27782166;7.065034
-1.27282166;7.101657
-1.26782166;7.065034
-1.26282166;7.101657
-1.25782166;7.065034
-1.25282166;7.101657
-1.24782166;7.065034
-1.24282166;7.101657
-1.23782166;7.065034
-1.23282166;7.101657
-1.22782166;7.065034
-1.22282166;7.101657
-1.21782166;7.065034
-1.21282166;7.101657
-1.20782166;7.065034
-1.20282166;7.101657
-1.19782166;7.065034
-1.19282166;7.101657
-1.18782166;7.065034
-1.18282166;7.101657
-1.17782166;6.155583
-1.17282166;6.189154
-1.16782166;6.155583
-1.16282166;6.189154
-1.15782166;6.155583
-1.15282166;6.189154
-1.14782166;6.155583
-1.14282166;6.189154
-1.13782166;6.155583
-1.13282166;6.189154
-1.12782166;6.155583
-1.12282166;6.189154
-1.11782166;6.155583
-1.11282166;6.189154
-1.10782166;6.155583
-1.10282166;5.27665
-1.09782166;5.246131
-1.09282166;6.189154
-1.08782166;6.155583
-1.08282166;5.27665
-1.07782166;6.155583
-1.07282166;5.27665
-1.06782166;6.155583
-1.06282166;5.27665
-1.05782166;5.246131
-1.05282166;5.27665
-1.04782166;5.246131
-1.04282166;5.27665
-1.03782166;4.33668
-1.03282166;5.27665
-1.02782166;5.246131
-1.02282166;5.27665
-1.01782166;5.246131
-1.01282166;5.27665
-1.00782166;5.246131
-1.00282166;5.27665
-0.99782166;5.246131
-0.99282166;5.27665
-0.98782166;5.246131
-0.98282166;5.27665
-0.97782166;5.246131
-0.97282166;5.27665
-0.96782166;4.33668
-0.96282166;5.27665
-0.95782166;4.33668
-0.95282166;5.27665
-0.94782166;4.33668
-0.94282166;5.27665
-0.93782166;4.33668
-0.93282166;5.27665
-0.92782166;4.33668
-0.92282166;5.27665
-0.91782166;4.33668
-0.91282166;4.364147
-0.90782166;4.33668
-0.90282166;4.364147
-0.89782166;4.33668
-0.89282166;4.364147
-0.88782166;4.33668
-0.88282166;4.364147
-0.87782166;4.33668
-0.87282166;4.364147
-0.86782166;3.427228
-0.86282166;3.451643
-0.85782166;3.427228
-0.85282166;3.451643
-0.84782166;3.427228
-0.84282166;4.364147
-0.83782166;4.33668
-0.83282166;3.451643
-0.82782166;4.33668
-0.82282166;4.364147
-0.81782166;3.427228
-0.81282166;3.451643
-0.80782166;3.427228
-0.80282166;3.451643
-0.79782166;3.427228
-0.79282166;3.451643
-0.78782166;3.427228
-0.78282166;3.451643
-0.77782166;3.427228
-0.77282166;3.451643
-0.76782166;3.427228
-0.76282166;3.451643
-0.75782166;3.427228
-0.75282166;3.451643
-0.74782166;3.427228
-0.74282166;3.451643
-0.73782166;3.427228
-0.73282166;3.451643
-0.72782166;3.427228
-0.72282166;3.451643
-0.71782166;3.427228
-0.71282166;3.451643
-0.70782166;3.427228
-0.70282166;3.451643
-0.69782166;3.427228
-0.69282166;3.451643
-0.68782166;3.427228
-0.68282166;3.451643
-0.67782166;3.427228
-0.67282166;2.53914
-0.66782166;3.427228
-0.66282166;3.451643
-0.65782166;3.427228
-0.65282166;3.451643
-0.64782166;2.517777
-0.64282166;2.53914
-0.63782166;2.517777
-0.63282166;2.53914
-0.62782166;2.517777
-0.62282166;2.53914
-0.61782166;2.517777
-0.61282166;2.53914
-0.60782166;2.517777
-0.60282166;2.53914
-0.59782166;3.427228
-0.59282166;1.626637
-0.58782166;2.517777
-0.58282166;2.53914
-0.57782166;2.517777
-0.57282166;1.626637
-0.56782166;2.517777
-0.56282166;2.53914
-0.55782166;2.517777
-0.55282166;1.626637
-0.54782166;2.517777
-0.54282166;1.626637
-0.53782166;2.517777
-0.53282166;1.626637
-0.52782166;2.517777
-0.52282166;1.626637
-0.51782166;2.517777
-0.51282166;1.626637
-0.50782166;2.517777
-0.50282166;1.626637
-0.49782166;1.608325
-0.49282166;1.626637
-0.48782166;1.608325
-0.48282166;1.626637
-0.47782166;1.608325
-0.47282166;1.626637
-0.46782166;1.608325
-0.46282166;1.626637
-0.45782166;1.608325
-0.45282166;1.626637
-0.44782166;1.608325
-0.44282166;1.626637
-0.43782166;1.608325
-0.43282166;1.626637
-0.42782166;1.608325
-0.42282166;1.626637
-0.41782166;1.608325
-0.41282166;1.626637
-0.40782166;0.6988738
-0.40282166;1.626637
-0.39782166;0.6988738
-0.39282166;1.626637
-0.38782166;1.608325
-0.38282166;1.626637
-0.37782166;1.608325
-0.37282166;0.7141331
-0.36782166;1.608325
-0.36282166;1.626637
-0.35782166;0.6988738
-0.35282166;0.7141331
-0.34782166;0.6988738
-0.34282166;0.7141331
-0.33782166;0.6988738
-0.33282166;1.626637
-0.32782166;0.6988738
-0.32282166;0.7141331
-0.31782166;0.6988738
-0.31282166;0.7141331
-0.30782166;0.6988738
-0.30282166;0.7141331
-0.29782166;0.6988738
-0.29282166;0.7141331
-0.28782166;0.6988738
-0.28282166;0.7141331
-0.27782166;0.6988738
-0.27282166;0.7141331
-0.26782166;0.6988738
-0.26282166;-0.1983703
-0.25782166;-0.2105777
-0.25282166;-0.1983703
-0.24782166;0.6988738
-0.24282166;0.7141331
-0.23782166;-0.2105777
-0.23282166;-0.1983703
-0.22782166;-0.2105777
-0.22282166;-0.1983703
-0.21782166;0.6988738
-0.21282166;-0.1983703
-0.20782166;-0.2105777
-0.20282166;-0.1983703
-0.19782166;-0.2105777
-0.19282166;-0.1983703
-0.18782166;-0.2105777
-0.18282166;-0.1983703
-0.17782166;-0.2105777
-0.17282166;-0.1983703
-0.16782166;-0.2105777
-0.16282166;-0.1983703
-0.15782166;-0.2105777
-0.15282166;-0.1983703
-0.14782166;-0.2105777
-0.14282166;-0.1983703
-0.13782166;-0.2105777
-0.13282166;-0.1983703
-0.12782166;-0.2105777
-0.12282166;-0.1983703
-0.11782166;-0.2105777
-0.11282166;-0.1983703
-0.10782166;-0.2105777
-0.10282166;-0.1983703
-0.09782166;-0.2105777
-0.09282166;-0.1983703
-0.08782166;2.517777
-0.08282166;5.27665
-0.07782166;8.883938
-0.07282166;10.75472
-0.06782166;14.3437
-0.06282166;18.0578
-0.05782166;20.70986
-0.05282166;23.53282
-0.04782166;25.26017
-0.04282166;29.01089
-0.03782166;32.53883
-0.03282166;36.31092
-0.02782166;37.99554
-0.02282166;40.87649
-0.01782166;43.4553
-0.01282166;47.26707
-0.00782166;49.82146
-0.00282166;52.74209
0.00217834;55.28123
0.00717834;58.22016
0.01217834;61.65044
0.01717834;65.52019
0.02217834;68.0166
0.02717834;70.08575
0.03217834;72.56691
0.03717834;75.56078
0.04217834;78.93307
0.04717834;81.95135
0.05217834;83.48338
0.05717834;83.77636
0.06217834;83.48338
0.06717834;83.77636
0.07217834;83.48338
0.07717834;82.86385
0.08217834;81.66447
0.08717834;82.86385
0.09217834;82.57393
0.09717834;83.77636
0.10217834;81.66447
0.10717834;81.03884
0.11217834;80.75198
0.11717834;81.95135
0.12217834;81.66447
0.12717834;81.95135
0.13217834;79.84252
0.13717834;81.03884
0.14217834;80.75198
0.14717834;81.03884
0.15217834;80.75198
0.15717834;80.12634
0.16217834;79.84252
0.16717834;80.12634
0.17217834;79.84252
0.17717834;80.12634
0.18217834;79.84252
0.18717834;80.12634
0.19217834;79.84252
0.19717834;80.12634
0.20217834;79.84252
0.20717834;79.21384
0.21217834;78.93307
0.21717834;79.21384
0.22217834;78.93307
0.22717834;78.30134
0.23217834;78.93307
0.23717834;78.30134
0.24217834;78.02361
0.24717834;78.30134
0.25217834;78.02361
0.25717834;78.30134
0.26217834;78.02361
0.26717834;78.30134
0.27217833;77.11417
0.27717833;77.38883
0.28217833;76.20471
0.28717833;76.47633
0.29217833;76.20471
0.29717833;76.47633
0.30217833;76.20471
0.30717833;76.47633
0.31217833;76.20471
0.31717833;76.47633
0.32217833;76.20471
0.32717833;75.56078
0.33217833;76.20471
0.33717833;75.56078
0.34217833;75.29527
0.34717833;74.64827
0.35217833;75.29527
0.35717833;74.64827
0.36217833;74.38581
0.36717833;74.64827
0.37217833;74.38581
0.37717833;74.64827
0.38217833;74.38581
0.38717833;74.64827
0.39217833;74.38581
0.39717833;73.73577
0.40217833;73.47636
0.40717833;73.73577
0.41217833;73.47636
0.41717833;72.82327
0.42217833;72.56691
0.42717833;72.82327
0.43217833;72.56691
0.43717833;72.82327
0.44217833;72.56691
0.44717833;72.82327
0.45217833;72.56691
0.45717833;71.91076
0.46217833;71.65746
0.46717833;71.91076
0.47217833;71.65746
0.47717833;70.99825
0.48217833;71.65746
0.48717833;70.99825
0.49217833;70.74496
0.49717833;70.99825
0.50217833;70.74496
0.50717833;70.99825
0.51217833;70.74496
0.51717833;70.99825
0.52217833;69.8355
0.52717833;70.08575
0.53217833;69.8355
0.53717833;70.08575
0.54217833;69.8355
0.54717833;69.17325
0.55217833;69.8355
0.55717833;69.17325
0.56217833;68.92605
0.56717833;69.17325
0.57217833;68.92605
0.57717833;69.17325
0.58217833;68.92605
0.58717833;68.26075
0.59217833;68.0166
0.59717833;68.26075
0.60217833;68.0166
0.60717833;68.26075
0.61217833;68.0166
0.61717833;67.34824
0.62217833;67.10715
0.62717833;67.34824
0.63217833;68.0166
0.63717833;67.34824
0.64217833;67.10715
0.64717833;67.34824
0.65217833;67.10715
0.65717833;67.34824
0.66217833;66.1977
0.66717833;66.43575
0.67217833;66.1977
0.67717833;65.52019
0.68217833;65.28824
0.68717833;65.52019
0.69217833;65.28824
0.69717833;65.52019
0.70217833;65.28824
0.70717833;65.52019
0.71217833;65.28824
0.71717833;65.52019
0.72217833;65.28824
0.72717833;65.52019
0.73217833;65.28824
0.73717833;65.52019
0.74217833;64.37879
0.74717833;64.60768
0.75217833;64.37879
0.75717833;64.60768
0.76217833;64.37879
0.76717833;63.69518
0.77217833;64.37879
0.77717833;63.69518
0.78217833;62.55989
0.78717833;63.69518
0.79217833;63.46934
0.79717833;63.69518
0.80217833;63.46934
0.80717833;62.78267
0.81217833;62.55989
0.81717833;62.78267
0.82217833;62.55989
0.82717833;62.78267
0.83217833;61.65044
0.83717833;62.78267
0.84217833;61.65044
0.84717833;61.87017
0.85217833;61.65044
0.85717833;61.87017
0.86217833;61.65044
0.86717833;61.87017
0.87217833;61.65044
0.87717833;60.95767
0.88217833;61.65044
0.88717833;60.95767
0.89217833;61.65044
0.89717833;60.95767
0.90217833;60.73793
0.90717833;60.04517
0.91217833;60.73793
0.91717833;60.04517
0.92217833;59.82848
0.92717833;60.04517
0.93217833;59.82848
0.93717833;60.04517
0.94217833;59.82848
0.94717833;60.04517
0.95217833;59.82848
0.95717833;60.04517
0.96217833;59.82848
0.96717833;59.13266
0.97217833;58.91903
0.97717833;59.13266
0.98217833;58.91903
0.98717833;58.22016
0.99217833;58.91903
0.99717833;58.22016
1.00217833;58.00958
1.00717833;58.22016
1.01217833;58.00958
1.01717833;58.22016
1.02217833;58.00958
1.02717833;58.22016
1.03217833;58.00958
1.03717833;57.30765
1.04217833;58.00958
1.04717833;58.22016
1.05217833;57.10013
1.05717833;57.30765
1.06217833;57.10013
1.06717833;57.30765
1.07217833;57.10013
1.07717833;56.39515
1.08217833;57.10013
1.08717833;56.39515
1.09217833;56.19068
1.09717833;56.39515
1.10217833;56.19068
1.10717833;56.39515
1.11217833;56.19068
1.11717833;56.39515
1.12217833;56.19068
1.12717833;55.4796
1.13217833;56.19068
1.13717833;56.39515
1.14217833;55.28123
1.14717833;55.4796
1.15217833;55.28123
1.15717833;54.56709
1.16217833;54.37177
1.16717833;55.4796
1.17217833;54.37177
1.17717833;54.56709
1.18217833;54.37177
1.18717833;54.56709
1.19217833;54.37177
1.19717833;54.56709
1.20217833;54.37177
1.20717833;54.56709
1.21217833;53.46232
1.21717833;53.65459
1.22217833;53.46232
1.22717833;53.65459
1.23217833;53.46232
1.23717833;52.74209
1.24217833;52.55287
1.24717833;53.65459
1.25217833;52.55287
1.25717833;52.74209
1.26217833;52.55287
1.26717833;52.74209
1.27217833;52.55287
1.27717833;51.82958
1.28217833;51.64037
1.28717833;52.74209
1.29217833;52.55287
1.29717833;51.82958
1.30217833;51.64037
1.30717833;51.82958
1.31217833;50.73092
1.31717833;50.91708
1.32217833;50.73092
1.32717833;50.91708
1.33217833;50.73092
1.33717833;50.91708
1.34217833;50.73092
1.34717833;50.91708
1.35217833;50.73092
1.35717833;50.91708
1.36217833;50.73092
1.36717833;50.91708
1.37217833;50.73092
1.37717833;50.91708
1.38217833;50.73092
1.38717833;50.91708
1.39217833;50.73092
1.39717833;50.00458
1.40217833;49.82146
1.40717833;50.00458
1.41217833;49.82146
1.41717833;49.09208
1.42217833;49.82146
1.42717833;49.09208
1.43217833;49.82146
1.43717833;49.09208
1.44217833;48.91201
1.44717833;49.09208
1.45217833;48.91201
1.45717833;49.09208
1.46217833;48.00256
1.46717833;49.09208
1.47217833;48.91201
1.47717833;49.09208
1.48217833;48.91201
1.48717833;48.17957
1.49217833;48.00256
1.49717833;48.17957
1.50217833;47.09311
1.50717833;47.26707
1.51217833;47.09311
1.51717833;47.26707
1.52217833;47.09311
